LocalizedName, BlockState
冰冻火焰, cyclicmagic:fire_frost[age=0,east=false,north=false,south=false,up=false,west=false]
暗色之火, cyclicmagic:fire_dark[age=0,east=false,north=false,south=false,up=false,west=false]
史莱姆弹跳板, cyclicmagic:plate_launch_med
软化史莱姆弹跳板, cyclicmagic:plate_launch_small
硬化史莱姆弹跳板, cyclicmagic:plate_launch_large
终极史莱姆弹跳板, cyclicmagic:plate_launch_extra
传送带（普通）, cyclicmagic:plate_push[facing=south]
转向传送带（普通）, cyclicmagic:plate_push_corner[facing=south,flipped=false]
倾斜传送带（普通）, cyclicmagic:plate_push_med_angle[facing=south,flipped=false]
传送带（快速）, cyclicmagic:plate_push_fast[facing=south]
转向传送带（快速）, cyclicmagic:plate_push_fast_corner[facing=south,flipped=false]
倾斜传送带（快速）, cyclicmagic:plate_push_fast_angle[facing=south,flipped=false]
传送带（较慢）, cyclicmagic:plate_push_slow[facing=south]
转向传送带（较慢）, cyclicmagic:plate_push_slow_corner[facing=south,flipped=false]
倾斜传送带（较慢）, cyclicmagic:plate_push_slow_angle[facing=south,flipped=false]
史莱姆传送带（最慢）, cyclicmagic:plate_push_slowest[facing=south]
转向传送带（最慢）, cyclicmagic:plate_push_slowest_corner[facing=south,flipped=false]
倾斜传送带（最慢）, cyclicmagic:plate_push_slowest_angle[facing=south,flipped=false]
无线发信器, cyclicmagic:wireless_transmitter[powered=false]
无线接收器, cyclicmagic:wireless_receiver[powered=false]
铁质钉刺, cyclicmagic:spikes_iron[activated=false,facing=down]
钻石钉刺, cyclicmagic:spikes_diamond[activated=false,facing=down]
干燥的泥炭田, cyclicmagic:peat_unbaked
湿润的泥炭田, cyclicmagic:peat_baked
泥炭发电机, cyclicmagic:peat_generator
泥炭农场, cyclicmagic:peat_farm
物品传输节点, cyclicmagic:cable_wireless
能量传输节点, cyclicmagic:cable_wireless_energy
流体传输节点, cyclicmagic:cable_wireless_fluid
脚手架, cyclicmagic:block_fragile
链接响应脚手架, cyclicmagic:block_fragile_auto
可更换脚手架, cyclicmagic:block_fragile_weak
物品分拣器, cyclicmagic:item_pipe_sort
物品管道, cyclicmagic:item_pipe[down=none,east=none,north=none,south=none,up=none,west=none]
物品提取泵管道, cyclicmagic:item_pump[down=none,east=none,facing=down,north=none,south=none,up=none,west=none]
能量管道, cyclicmagic:energy_pipe[down=none,east=none,north=none,south=none,up=none,west=none]
能量提取管道, cyclicmagic:energy_pump[down=none,east=none,facing=down,north=none,south=none,up=none,west=none]
流体管道, cyclicmagic:fluid_pipe[down=none,east=none,north=none,south=none,up=none,west=none]
液泵, cyclicmagic:fluid_pump[down=none,east=none,facing=down,north=none,south=none,up=none,west=none]
集束管道, cyclicmagic:bundled_pipe[down=none,east=none,north=none,south=none,up=none,west=none]
末影书架, cyclicmagic:block_library[facing=south]
末影图书馆, cyclicmagic:block_library_ctrl
毒液, cyclicmagic:poison[level=0]
琥珀, cyclicmagic:amber[level=0]
生物质, cyclicmagic:biomass[level=0]
仙域水晶, cyclicmagic:crystal[level=0]
牛奶, cyclicmagic:milk[level=0]
可配置弹跳踏板, cyclicmagic:plate_vector
区域构造复制机, cyclicmagic:builder_pattern
物品磁引板, cyclicmagic:magnet_block
脉冲阻拦器, cyclicmagic:magnet_anti_block
门铃, cyclicmagic:doorbell_simple[facing=down,powered=false]
脱水器, cyclicmagic:dehydrator[facing=south]
物品收集器, cyclicmagic:block_vacuum[facing=south]
药水信标, cyclicmagic:beacon_potion
大按钮, cyclicmagic:button_large[facing=down,powered=false]
月相传感器, cyclicmagic:moon_sensor[power=0]
红石钟, cyclicmagic:clock[d=true,e=true,n=true,powered=false,s=true,u=true,w=true]
魔豆芽, cyclicmagic:sprout[age=0]
红石靶子, cyclicmagic:target[powered=false]
苹果芽, cyclicmagic:apple[age=0]
空信标, cyclicmagic:beacon_redstone
洒水器, cyclicmagic:sprinkler
树场, cyclicmagic:block_forester[facing=south]
打包机, cyclicmagic:auto_packager
方块挖掘机, cyclicmagic:block_miner[facing=down]
水化器, cyclicmagic:block_hydrator
熔岩铁砧, cyclicmagic:block_anvil_magma
熔化炉, cyclicmagic:melter
冷凝炉, cyclicmagic:solidifier
能量钻石铁砧, cyclicmagic:block_anvil
收割机, cyclicmagic:harvester_block[facing=south]
液态经验, cyclicmagic:xpjuice[level=0]
附魔器, cyclicmagic:block_enchanter
经验塔, cyclicmagic:exp_pylon[facing=south]
结构建筑机, cyclicmagic:builder_block[facing=south]
分解磨床, cyclicmagic:uncrafting_block[facing=south]
可控挖掘者, cyclicmagic:block_miner_smart[facing=south]
方块放置机, cyclicmagic:placer_block[facing=down]
口令触发器, cyclicmagic:password_block[powered=false]
自动玩家模拟器, cyclicmagic:block_user[facing=south]
无限电池, cyclicmagic:battery_infinite
电池, cyclicmagic:battery[amount=g0,d=true,e=true,n=true,s=true,u=true,w=true]
虚空垃圾桶, cyclicmagic:trash
工作台, cyclicmagic:block_workbench
数码打字机, cyclicmagic:block_screen[facing=south]
属性指示器, cyclicmagic:screen_target[facing=south]
强化玻璃, cyclicmagic:glass_strong
隔音块, cyclicmagic:block_soundproofing
自动合成器, cyclicmagic:auto_crafter[facing=south]
实体检测器, cyclicmagic:entity_detector
风扇, cyclicmagic:fan[facing=down,lit=true]
剪刀块, cyclicmagic:block_shears
自动鱼栅, cyclicmagic:block_fishing
祛魔塔, cyclicmagic:block_disenchanter[facing=south]
流体储罐, cyclicmagic:block_storeempty[above=true,below=true]
激光定位器, cyclicmagic:laser
音效方块, cyclicmagic:sound_player
骰子, cyclicmagic:dice[facing=down]
标记石, cyclicmagic:imbuer
虚空铁砧, cyclicmagic:void_anvil
精准投掷器, cyclicmagic:dropper_exact[facing=down]
流体放置机, cyclicmagic:fluid_placer[facing=down]
水蜡烛, cyclicmagic:water_candle[lit=false]
炮塔基座（一级）, openmodularturrets:turret_base[light_opacity=0,light_value=0,tier=1]
炮塔基座（二级）, openmodularturrets:turret_base[light_opacity=0,light_value=0,tier=2]
炮塔基座（三级）, openmodularturrets:turret_base[light_opacity=0,light_value=0,tier=3]
炮塔基座（四级）, openmodularturrets:turret_base[light_opacity=0,light_value=0,tier=4]
炮塔基座（五级）, openmodularturrets:turret_base[light_opacity=0,light_value=0,tier=5]
基座存储扩容（一级）, openmodularturrets:expander[facing=down,meta=0]
基座存储扩容（二级）, openmodularturrets:expander[facing=down,meta=1]
基座存储扩容（三级）, openmodularturrets:expander[facing=down,meta=2]
基座存储扩容（四级）, openmodularturrets:expander[facing=down,meta=3]
基座存储扩容（五级）, openmodularturrets:expander[facing=down,meta=4]
基座能量扩容（一级）, openmodularturrets:expander[facing=down,meta=5]
基座能量扩容（二级）, openmodularturrets:expander[facing=down,meta=6]
基座能量扩容（三级）, openmodularturrets:expander[facing=down,meta=7]
基座能量扩容（四级）, openmodularturrets:expander[facing=down,meta=8]
基座能量扩容（五级）, openmodularturrets:expander[facing=down,meta=9]
基座附件（掉落清道夫）, openmodularturrets:base_addon[facing=down,meta=0]
低级投射炮塔, openmodularturrets:disposable_item_turret[concealed=false]
土豆加农炮塔, openmodularturrets:potato_cannon_turret[concealed=false]
机关枪炮塔, openmodularturrets:machine_gun_turret[concealed=false]
燃烧弹炮塔, openmodularturrets:incendiary_turret[concealed=false]
榴弹发射炮塔, openmodularturrets:grenade_turret[concealed=false]
相位力场炮塔, openmodularturrets:relativistic_turret[concealed=false]
火箭发射炮塔, openmodularturrets:rocket_turret[concealed=false]
传送炮塔, openmodularturrets:teleporter_turret[concealed=false]
激光炮塔, openmodularturrets:laser_turret[concealed=false]
磁轨炮炮塔, openmodularturrets:rail_gun_turret[concealed=false]
炮塔基座曲柄, openmodularturrets:lever_block[rotation=0]
能力干涉方块, academy:ability_interferer[on=true]
吐司猫, academy:cat_engine
束能金属矿, academy:constraint_metal
虚能水晶矿, academy:crystal_ore
高级能力开发机, academy:dev_advanced
基础能力开发机, academy:dev_normal
虚能融合机, academy:imag_fusor[facing=north,frame=0]
虚相位液体, academy:imag_phase[level=0]
虚像硅矿, academy:imagsil_ore
机械框架, academy:machine_frame
无线虚能矩阵, academy:matrix
金属处理机, academy:metal_former[facing=north]
高级无线虚能节点, academy:node_advanced[connected=true,energy=0]
基础无线虚能节点, academy:node_basic[connected=true,energy=0]
改良无线虚能节点, academy:node_standard[connected=true,energy=0]
虚相位能量发生机, academy:phase_gen
谐振水晶矿, academy:reso_ore
太阳能能量发生机, academy:solar_gen
风力能量发生器 - 支架底座, academy:windgen_base
风力能量发生器 - 主机, academy:windgen_main
风力能量发生器 - 支架, academy:windgen_pillar
能源桥 (IC2 EU输入), academy:eu_input
能源桥 (IC2 EU输出), academy:eu_output
兼容生猪排, ichunutil:compact_porkchop
枣椰树苗, harvestcraft:date_sapling
枣椰, harvestcraft:pamdate[age=0]
木瓜树苗, harvestcraft:papaya_sapling
木瓜, harvestcraft:pampapaya[age=0]
樱桃树苗, harvestcraft:cherry_sapling
樱桃, harvestcraft:pamcherry[age=0]
无花果树苗, harvestcraft:fig_sapling
无花果, harvestcraft:pamfig[age=0]
刺果番荔枝树苗, harvestcraft:soursop_sapling
刺果番荔枝, harvestcraft:pamsoursop[age=0]
火龙果树苗, harvestcraft:dragonfruit_sapling
火龙果, harvestcraft:pamdragonfruit[age=0]
红毛丹树苗, harvestcraft:rambutan_sapling
红毛丹, harvestcraft:pamrambutan[age=0]
菠萝蜜树苗, harvestcraft:jackfruit_sapling
菠萝蜜, harvestcraft:pamjackfruit[age=0]
百香果树苗, harvestcraft:passionfruit_sapling
百香果, harvestcraft:pampassionfruit[age=0]
苹果树苗, harvestcraft:apple_sapling
苹果, harvestcraft:pamapple[age=0]
柠檬树苗, harvestcraft:lemon_sapling
柠檬, harvestcraft:pamlemon[age=0]
梨树树苗, harvestcraft:pear_sapling
梨, harvestcraft:pampear[age=0]
橄榄树苗, harvestcraft:olive_sapling
橄榄, harvestcraft:pamolive[age=0]
蛛网树苗, harvestcraft:spiderweb_sapling
蛛网, harvestcraft:pamspiderweb[age=0]
葡萄柚树苗, harvestcraft:grapefruit_sapling
葡萄柚, harvestcraft:pamgrapefruit[age=0]
石榴树苗, harvestcraft:pomegranate_sapling
石榴, harvestcraft:pampomegranate[age=0]
腰果树苗, harvestcraft:cashew_sapling
腰果, harvestcraft:pamcashew[age=0]
香草树苗, harvestcraft:vanillabean_sapling
香草豆, harvestcraft:pamvanillabean[age=0]
杨桃树苗, harvestcraft:starfruit_sapling
杨桃, harvestcraft:pamstarfruit[age=0]
香蕉树苗, harvestcraft:banana_sapling
香蕉, harvestcraft:pambanana[age=0]
李子树苗, harvestcraft:plum_sapling
李子, harvestcraft:pamplum[age=0]
鳄梨树苗, harvestcraft:avocado_sapling
鳄梨, harvestcraft:pamavocado[age=0]
山核桃树苗, harvestcraft:pecan_sapling
山核桃, harvestcraft:pampecan[age=0]
开心果树苗, harvestcraft:pistachio_sapling
开心果, harvestcraft:pampistachio[age=0]
榛子树苗, harvestcraft:hazelnut_sapling
榛子, harvestcraft:pamhazelnut[age=0]
酸橙树苗, harvestcraft:lime_sapling
酸橙, harvestcraft:pamlime[age=0]
胡椒树苗, harvestcraft:peppercorn_sapling
胡椒, harvestcraft:pampeppercorn[age=0]
杏仁树苗, harvestcraft:almond_sapling
杏仁, harvestcraft:pamalmond[age=0]
醋栗树苗, harvestcraft:gooseberry_sapling
醋栗, harvestcraft:pamgooseberry[age=0]
桃树苗, harvestcraft:peach_sapling
桃子, harvestcraft:pampeach[age=0]
栗子树苗, harvestcraft:chestnut_sapling
栗子, harvestcraft:pamchestnut[age=0]
木瓜树苗, harvestcraft:pawpaw_sapling
木瓜, harvestcraft:pampawpaw[age=0]
椰子树苗, harvestcraft:coconut_sapling
椰子, harvestcraft:pamcoconut[age=0]
芒果树苗, harvestcraft:mango_sapling
芒果, harvestcraft:pammango[age=0]
杏树苗, harvestcraft:apricot_sapling
杏子, harvestcraft:pamapricot[age=0]
橙子树苗, harvestcraft:orange_sapling
橙子, harvestcraft:pamorange[age=0]
胡桃树苗, harvestcraft:walnut_sapling
胡桃, harvestcraft:pamwalnut[age=0]
荔枝树苗, harvestcraft:lychee_sapling
荔枝, harvestcraft:pamlychee[age=0]
柿子树苗, harvestcraft:persimmon_sapling
柿子, harvestcraft:pampersimmon[age=0]
番石榴树苗, harvestcraft:guava_sapling
番石榴, harvestcraft:pamguava[age=0]
面包树树苗, harvestcraft:breadfruit_sapling
面包果, harvestcraft:pambreadfruit[age=0]
肉豆蔻树苗, harvestcraft:nutmeg_sapling
肉豆蔻, harvestcraft:pamnutmeg[age=0]
榴莲树苗, harvestcraft:durian_sapling
榴莲, harvestcraft:pamdurian[age=0]
酸角树苗, harvestcraft:tamarind_sapling
酸角, harvestcraft:pamtamarind[age=0]
肉桂树苗, harvestcraft:cinnamon_sapling
肉桂木, harvestcraft:pamcinnamon[age=0]
枫树树苗, harvestcraft:maple_sapling
枫木, harvestcraft:pammaple[age=0]
白千层树树苗, harvestcraft:paperbark_sapling
白千层木, harvestcraft:pampaperbark[age=0]
集市方块, harvestcraft:market
贸易箱, harvestcraft:shippingbin
井, harvestcraft:well
捕兽笼, harvestcraft:groundtrap[facing=north]
捕鱼笼, harvestcraft:watertrap[facing=north]
滤水器, harvestcraft:waterfilter[facing=north]
研磨机, harvestcraft:grinder[facing=north]
蜂窝, harvestcraft:beehive
蜂房, harvestcraft:apiary[facing=north]
蜂蜜块, harvestcraft:honey
蜂窝块, harvestcraft:honeycomb
压缩蜡块, harvestcraft:pressedwax
蜂窝蜡块, harvestcraft:waxcomb
白色蜡烛, harvestcraft:candledeco1[facing=up]
橙色蜡烛, harvestcraft:candledeco2[facing=up]
品红色蜡烛, harvestcraft:candledeco3[facing=up]
淡蓝色蜡烛, harvestcraft:candledeco4[facing=up]
黄色蜡烛, harvestcraft:candledeco5[facing=up]
黄绿色蜡烛, harvestcraft:candledeco6[facing=up]
粉色蜡烛, harvestcraft:candledeco7[facing=up]
深灰色蜡烛, harvestcraft:candledeco8[facing=up]
淡灰色蜡烛, harvestcraft:candledeco9[facing=up]
青色蜡烛, harvestcraft:candledeco10[facing=up]
紫色蜡烛, harvestcraft:candledeco11[facing=up]
蓝色蜡烛, harvestcraft:candledeco12[facing=up]
棕色蜡烛, harvestcraft:candledeco13[facing=up]
绿色蜡烛, harvestcraft:candledeco14[facing=up]
红色蜡烛, harvestcraft:candledeco15[facing=up]
黑色蜡烛, harvestcraft:candledeco16[facing=up]
贫瘠菜园, harvestcraft:aridgarden
严寒菜园, harvestcraft:frostgarden
荫蔽菜园, harvestcraft:shadedgarden
湿润菜园, harvestcraft:soggygarden
热带菜园, harvestcraft:tropicalgarden
多风菜园, harvestcraft:windygarden
榨汁机, harvestcraft:presser[facing=north]
胡萝卜蛋糕, harvestcraft:carrotcake[bites=0]
奶酪蛋糕, harvestcraft:cheesecake[bites=0]
樱桃奶酪蛋糕, harvestcraft:cherrycheesecake[bites=0]
巧克力彩糖蛋糕, harvestcraft:chocolatesprinklecake[bites=0]
节日蛋糕, harvestcraft:holidaycake[bites=0]
拉明顿蛋糕, harvestcraft:lamingtoncake[bites=0]
巴甫洛娃蛋糕, harvestcraft:pavlovacake[bites=0]
凤梨蛋糕, harvestcraft:pineappleupsidedowncake[bites=0]
南瓜奶酪糕, harvestcraft:pumpkincheesecake[bites=0]
